fond,annee,titre,durée,région,source,fond_coût,coût_total,bénéficiaire,thématique(s)
FSE,2007,Faciliter l'accès aux aides du fonds social européen (FSE),7 ans,Rhône-Alpes,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Faciliter-l-acces-aux-aides-du-fonds-social-europeen-FSE/(offset)/470/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,,,Chambre régionale de l’économie sociale et solidaire de Rhône-Alpes,Développement local et cohésion territoriale
FSE,2012,Chantier d'insertion pour la restauration d'un théâtre antique,,Haute-Normandie,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Chantier-d-insertion-pour-la-restauration-d-un-theatre-antique/(offset)/470/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,95 000 €,190 000 €,Association Bateau de Bretonne,"""L'Européen d'à côté"" ; Culture et tourisme ; Emploi et inclusion sociale"
FSE,2009,Pour l’accueil d'enfants 7j/7 et 24h/24,,Languedoc-Roussillon,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Pour-l-accueil-d-enfants-7j-7-et-24h-24/(offset)/470/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,,,Association Adages,Emploi et inclusion sociale
FEDER,2010,Un meilleur assainissement des eaux usées,,Guadeloupe,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Un-meilleur-assainissement-des-eaux-usees/(offset)/470/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,,,Communauté de Communes du Sud Basse-Terre,Développement durable et environnement
FEADER,2007,Des producteurs locaux à la restauration collective,6 ans,Ile-de-France,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Des-producteurs-locaux-a-la-restauration-collective/(offset)/475/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,940 000 €,,Parc naturel régional du Gâtinais,Développement rural
FEDER,2009,Développer durablement la production et la valorisation des micro-algues en zone intertropicale,1 an,Réunion,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Developper-durablement-la-production-et-la-valorisation-des-micro-algues-en-zone-intertropicale/(offset)/475/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,,,Bioalgostral Océan Indien,Recherche et Innovation
FEDER,2009,Création d'appartements meublés pour développer le tourisme,1 an,Guyane,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Creation-d-appartements-meubles-pour-developper-le-tourisme/(offset)/475/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,63 318 €,175 883 €,Société Maisons Soleil,Culture et tourisme
FSE,2009,Passer son permis pour réduire les inégalités,1 an,Poitou-Charentes,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Passer-son-permis-pour-reduire-les-inegalites/(offset)/475/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,42 880 €,81 805 €,Conseil général de la Charente,Emploi et inclusion sociale
FEADER,2008,Nouvelle technologie pour la production de tomates,2 ans,Martinique,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Nouvelle-technologie-pour-la-production-de-tomates/(offset)/475/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,500 000 €,2 500 000 €,SARL Jardin de Château Gaillard,Agriculture et pêche
FEDER,2010,Créer des entreprises pour stimuler le développement économique,6 ans,Réunion,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Creer-des-entreprises-pour-stimuler-le-developpement-economique/(offset)/480/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,386 409 €,805 000 €,Association REUNION ENTREPRENDRE,Emploi et inclusion sociale
FEDER,2009,L'electricité verte a le vent en poupe,15 mois,Picardie,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/L-electricite-verte-a-le-vent-en-poupe/(offset)/480/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,1 000 000 €,11 059 233 €,Régie communale d'électricité de Montdidier,Développement durable et environnement
FEDER,2009,La recherche au service des victimes d'accidents vasculaires cérébraux,4 ans,Alsace,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/La-recherche-au-service-des-victimes-d-accidents-vasculaires-cerebraux/(offset)/480/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,228 103 €,620 775 €,SDIS,Recherche et Innovation
FEDER,2008,Des bureaux écolos,1 an,Corse,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Des-bureaux-ecolos/(offset)/480/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,113 670 €,378 900 €,Société Kalliste Fiduciaire,Développement durable et environnement ; Développement urbain
FEADER,2009,Un projet d'installation exemplaire en agriculture,1 an,Alsace,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Un-projet-d-installation-exemplaire-en-agriculture/(offset)/480/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,2 200 €,12 400 €,Exploitation agricole,Agriculture et pêche
FSE,2007,Batir Eco : construire et rénover en respectant l'environnement,3 ans,Ile-de-France,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Batir-Eco-construire-et-renover-en-respectant-l-environnement/(offset)/485/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,3 000 000 €,7 000 000 €,BTP 77,Développement urbain ; Formation
FSE,2009,Un vaste plan de formation au secours d'une entreprise en difficulté,2 ans,Franche-Comté,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Un-vaste-plan-de-formation-au-secours-d-une-entreprise-en-difficulte/(offset)/485/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,45 636 €,152 120 €,Fonderie Thevenin,Formation
FSE,2009,Faire connaître les coopératives d'activité et d'emploi aux porteurs de projets de création d'entreprise issus des zones rurales,1 an,Alsace,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Faire-connaitre-les-cooperatives-d-activite-et-d-emploi-aux-porteurs-de-projets-de-creation-d-entreprise-issus-des-zones-rurales/(offset)/485/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,,,Start Hop,Formation
FEDER,2009,Donner aux entreprises les moyens de renforcer leur compétitivité et de fédérer leur personnel,2 ans,Picardie,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Donner-aux-entreprises-les-moyens-de-renforcer-leur-competitivite-et-de-federer-leur-personnel/(offset)/485/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,630 716 €,2 154 392 €,Chambre régionale de commerce et d’industrie Picardie,Formation
FEDER,2010,Création d'une activité maraïchère au bénéfice des femmes du quartier,2 ans,Provence-Alpes-Côte d'Azur,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Creation-d-une-activite-maraichere-au-benefice-des-femmes-du-quartier/(offset)/485/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,35 440 €,70 881 €,"Association ""Femme dans la cité""",Emploi et inclusion sociale
FEADER,2008,Les prairies fleuries du massif des Bauges,5 ans,Rhône-Alpes,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Les-prairies-fleuries-du-massif-des-Bauges/(offset)/490/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,,,Parc naturel régional du Massif des Bauges,Agriculture et pêche
FEADER,2007,Aménager des forêts pour l'accueil du public,3 ans,Ile-de-France,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Amenager-des-forets-pour-l-accueil-du-public/(offset)/490/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,,,ONF (Office national des forêts),Agriculture et pêche ; Culture et tourisme ; Espaces naturels à enjeux
FEADER,2007,Un pays tourné vers l'accueil des familles,7 ans,Bretagne,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Un-pays-tourne-vers-l-accueil-des-familles/(offset)/490/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,2 000 000 €,,Pays Centre Ouest Bretagne,Développement rural ; Services au public
FEADER,2010,Développement d'un magasin de vente de produits fermiers,1 an,Alsace,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Developpement-d-un-magasin-de-vente-de-produits-fermiers/(offset)/490/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,7 925 €,37 000 €,« Saveurs et couleurs de la montagne »,Agriculture et pêche ; Culture et tourisme ; Développement rural
FEDER,2007,Investir dans de nouvelles techniques et équipements de très haute précision,3 ans,Midi-Pyrénées,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Investir-dans-de-nouvelles-techniques-et-equipements-de-tres-haute-precision/(offset)/490/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,88 246 €,294 054 €,ISP System SA,Aides aux entreprises ; Recherche et Innovation
FEDER,2009,Des anciens ordinateurs pour créer de nouveaux emplois,3 ans,Picardie,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Des-anciens-ordinateurs-pour-creer-de-nouveaux-emplois/(offset)/495/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,249 830 €,677 492 €,Association Synapse Picardie,Emploi et inclusion sociale
FEADER,2008,"Eau/phyto, trouver le bon équilibre",5 ans,Midi-Pyrénées,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Eau-phyto-trouver-le-bon-equilibre/(offset)/495/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,,,Coopérative agricole Qualisol,Agriculture et pêche ; Développement durable et environnement
FEADER,2008,L'enjeu de l'économie rurale,1 an,Champagne-Ardenne,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/L-enjeu-de-l-economie-rurale/(offset)/495/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,8 200 €,28 000 €,ADEVA (association de développement de Vitry et son arrondissement),Agriculture et pêche ; Aides aux entreprises ; Développement rural
FSE,2009,"Face à la crise, un équipementier automobile forme son personnel",1 an,Limousin,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Face-a-la-crise-un-equipementier-automobile-forme-son-personnel/(offset)/495/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,346 026 €,865 065 €,Freudenberg Meillor,Aides aux entreprises ; Formation
FSE,2009,Un soutien au plan de formation des dockers de Normandie,1 an,Haute-Normandie,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Un-soutien-au-plan-de-formation-des-dockers-de-Normandie/(offset)/495/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,944 669 €,2 099 266 €,Dockers de Normandie,Aides aux entreprises ; Formation
FSE,2008,Des synergies au service de la création et de la reprise d'entreprise,1 an,Bourgogne,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Des-synergies-au-service-de-la-creation-et-de-la-reprise-d-entreprise/(offset)/500/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,195 000 €,524 910 €,"Potentiel 71, Boutique de gestion 71, ADIE",Aides aux entreprises ; Emploi et inclusion sociale
FSE,2009,Une formation qualifiante d'aide médico-psychologique avec un emploi à la clé,2 ans,Auvergne,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Une-formation-qualifiante-d-aide-medico-psychologique-avec-un-emploi-a-la-cle/(offset)/500/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,15 000 €,40 000 €,PLIE d’Aurillac,Emploi et inclusion sociale ; Formation
FSE,2008,Accompagner la formation des détenus,2 ans,Pays de la Loire,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Accompagner-la-formation-des-detenus/(offset)/500/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,126 988 €,259 363 €,Greta de l’Anjou,Emploi et inclusion sociale ; Formation
FEDER,2009,Accéder à de nouveaux services grâce au téléphone mobile,1 an,Nord-Pas de Calais,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Acceder-a-de-nouveaux-services-grace-au-telephone-mobile/(offset)/500/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,632 980 €,1 582 450 €,Pôle de compétitivité PICOM,Services au public ; TIC
FEDER,2009,La recherche de pointe mise au goût du jour,1 an,Lorraine,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/La-recherche-de-pointe-mise-au-gout-du-jour/(offset)/500/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,1 000 000 €,3 200 000 €,Agence française de sécurité sanitaire des aliments  (AFSSA),Recherche et Innovation
FEDER,2009,Des bâtiments exemplaires pour assurer le développement économique,1 an,Provence-Alpes-Côte d'Azur,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Des-batiments-exemplaires-pour-assurer-le-developpement-economique/(offset)/505/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,531 161 €,1 770 000 €,Société d'Economie Mixte de Sisteron,Développement durable et environnement ; Emploi et inclusion sociale
FEDER,2008,Création d'un centre petite enfance pour soutenir l’insertion socio-professionnelle des familles d'un quartier sensible,"1,5 ans",Aquitaine,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Creation-d-un-centre-petite-enfance-pour-soutenir-l-insertion-socio-professionnelle-des-familles-d-un-quartier-sensible/(offset)/505/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,300 000 €,1 286 690 €,Association PITCHOUN,Développement urbain ; Emploi et inclusion sociale ; Services au public
FEDER,2008,L'industrie du caoutchouc accompagnée pour maintenir sa compétitivité,2 ans,Centre,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/L-industrie-du-caoutchouc-accompagnee-pour-maintenir-sa-competitivite/(offset)/505/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,233 950 €,935 800 €,Pôle de compétitivité ELASTOPOLE,Recherche et Innovation
FEDER,2009,Un nouvel écrin pour le FRAC Centre pour accroître le rayonnement culturel de la région,2 ans,Centre,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Un-nouvel-ecrin-pour-le-FRAC-Centre-pour-accroitre-le-rayonnement-culturel-de-la-region/(offset)/505/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,2 750 000 €,10 440 000 €,Conseil régional du Centre,Culture et tourisme ; Développement urbain
FEDER,2009,Aménager un site exceptionnel en respectant l’environnement,2 ans,Auvergne,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Amenager-un-site-exceptionnel-en-respectant-l-environnement/(offset)/505/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,12 000 000 €,81 063 911 €,Conseil Général du Puy-de-Dôme,Culture et tourisme ; Développement durable et environnement ; Espaces naturels à enjeux
FEDER,2009,Monooti : création en ligne de bases de données,1 an,Aquitaine,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Monooti-creation-en-ligne-de-bases-de-donnees/(offset)/510/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,105 000 €,301 375 €,Entreprise TeamResa,Aides aux entreprises ; TIC
FEADER,2009,Une fromagerie high-tech pour l'AOC Comté,1 an,Franche-Comté,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Une-fromagerie-high-tech-pour-l-AOC-Comte/(offset)/510/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,340 000 €,3 800 000 €,Coopérative fromagère de Nozeroy,Agriculture et pêche ; Aides aux entreprises
FEDER,2009,La démolition d'un barrage redonne vie à une rivière,1 an,Bretagne,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/La-demolition-d-un-barrage-redonne-vie-a-une-riviere/(offset)/510/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,5 496 €,13 743 €,Syndicat Mixte de l’Horn,Développement durable et environnement ; Espaces naturels à enjeux
FEDER,2008,Aménagement de la voie verte Condé-sur-Huisne,1 an,Basse-Normandie,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Amenagement-de-la-voie-verte-Conde-sur-Huisne/(offset)/510/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,658 970 €,1 647 425 €,Syndicat Mixte pour la mise en valeur et l’entretien de l’ancienne ligne de chemin de fer de Condé,Culture et tourisme ; Développement durable et environnement
FEDER,2008,Aider à la relocalisation de la matière grise pour le rayonnement de la région,4 ans,Basse-Normandie,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Aider-a-la-relocalisation-de-la-matiere-grise-pour-le-rayonnement-de-la-region/(offset)/510/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,300 000 €,5 454 000 €,SAS ELITT,Emploi et inclusion sociale
FEDER,2009,Actions éducatives : elle court elle court la rivière,1 an,Limousin,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Actions-educatives-elle-court-elle-court-la-riviere/(offset)/515/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,8 244 €,20 910 €,Centre Permanent d’Initiatives pour l’Environnement des pays creusois (CPIE),Développement durable et environnement ; Espaces naturels à enjeux  ; Formation
FSE,2008,Récup'Actions : Insertion professionnelle et développement durable,1 an,Midi-Pyrénées,http://www.europe-en-france.gouv.fr/Rendez-vous-compte/Projets-exemplaires/Recup-Actions-Insertion-professionnelle-et-developpement-durable/(offset)/515/(viewtheme)/0/(viewregion)/0/(viewfonds)/0/(annee)/0,23 000 €,46 000 €,Association Recup’Actions 65,Développement durable et environnement ; Emploi et inclusion sociale
