Tytu≥ projektu;Nazwa beneficjenta;WartoúÊ projektu [z≥];Dofinansowanie z EU [z≥];Multimedia;Dziedzina;Czy projekt jest realizowany na obszarze wiÍkszym niø jedna jednostka administracyjna?
RPD sektora úrodowisko na rok 2012 (WFOåiGW w Katowicach);WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w Katowicach;3013688.00;2176159.80;Nie;administracja;Nie
Opracowanie dokumentacji projektÛw planowanych do realizacji w perspektywie finansowej UE 2014-2020;Miasto Sto≥eczne Warszawa;10974994.88;2165205.00;Nie;transport;Nie
Budowa sieci kanalizacji sanitarnej w ul. Piastowskiej, Targowej, Sikorskiego w Sierpcu;Miejskie PrzedsiÍbiorstwo Gospodarki Komunalnej EMPEGEK w Sierpcu Sp. z o. o.;3247069.51;2159298.88;Nie;ochrona úrodowiska;Nie
RPD sektora energetyka na lata 2007-2008 (IPiEO);Instytut Paliw i Energii Odnawialnej;2654884.22;2146691.87;Nie;administracja;Tak
"""Rozbudowa i modernizacja oczyszczalni úciekÛw w Wierzawicach - II etap budowy oczyszczalni úciekÛw""";"""Stare MIasto - Park"" SpÛ≥ka z ograniczonπ odpowiedzialnoúciπ";3266527.37;2128686.05;Nie;ochrona úrodowiska;Nie
Dostosowanie stopnia oczyszczania úciekÛw do wymogÛw UE poprzez modernizacjÍ oczyszczalni w Go≥dapi;PrzedsiÍbiorstwo WodociπgÛw i Kanalizacji Sp. z o.o.;5303623.31;2122921.92;Nie;ochrona úrodowiska;Nie
RPD sektora energetyka za rok 2009 (INiG);Instytut Nafty i Gazu;2400163.00;2039915.00;Nie;administracja;Tak
Uporzπdkowanie gospodarki wodno-úciekowej na terenie aglomeracji S≥awa - przygotowanie dokumentacji.;Zak≥ad WodociπgÛw i Kanalizacji S≥awa SpÛ≥ka z Ograniczonπ Odpowiedzialnoúciπ;2945302.99;2035371.98;Nie;ochrona úrodowiska;Nie
Modernizacja úluz odrzaÒskich na Kanale Gliwickim, na odcinku w zarzπdzie RZGW Gliwice - przystosowanie do III klasy drogi wodnej - Etap II - prace przygotowawcze;Regionalny Zarzπd Gospodarki Wodnej w Gliwicach;6268120.36;1999508.87;Nie;transport;Nie
Ochrona zlewni rzeki Gπsawki - etap II;Gmina Ønin;4316850.62;1995269.58;Nie;ochrona úrodowiska;Nie
RPD sektora úrodowisko na lata 2014-2015 (WFOåiGW w Lublinie);WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w Lublinie;3428340.73;1986966.80;Nie;administracja;Nie
Rozbudowa i modernizacja systemu odprowadzania úciekÛw w Aglomeracji KamieÒ Pomorski - etap II;PrzedsiÍbiorstwo Gospodarki Komunalnej SpÛ≥ka z ograniczonπ odpowiedzialnoúciπ.;3647384.10;1961240.73;Nie;ochrona úrodowiska;Nie
Przebudowa linii 110 kV relacji Rec≥aw-KamieÒ Pomorski w celu odbioru energii ze ürÛde≥ odnawialnych;ENEA Operator SpÛ≥ka z ograniczonπ odpowiedzialnoúciπ;36586811.62;1949629.35;Tak;energetyka;Nie
Budowa sieci kanalizacji sanitarnej w m. OtmuchÛw etap I i II oraz m. WÛjcice-etap II.;Gmina OtmuchÛw;3184479.12;1933435.29;Nie;ochrona úrodowiska;Nie
RPD sektora úrodowisko na rok 2013 (WFOåiGW w Krakowie);WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w Krakowie;3300516.00;1932497.10;Nie;administracja;Nie
Uporzπdkowanie gospodarki wodno-úciekowej w m. Koszalin - etap I;Gmina Miasto Koszalin;5527929.86;1896153.93;Nie;ochrona úrodowiska;Nie
RPD sektora úrodowisko na lata 2014-2015 (WFOåiGW w Warszawie);WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w Warszawie;3061386.00;1881880.45;Nie;administracja;Nie
RPD sektora úrodowisko na rok 2011 (WFOåiGW w Katowicach);WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w Katowicach;2762910.00;1876723.50;Nie;administracja;Nie
RPD sektora energetyka na rok 2010 (NFOåiGW);Narodowy Fundusz Ochrony årodowiska i Gospodarki Wodnej;2184231.98;1856597.18;Nie;administracja;Nie
"Opracowanie dokumentacji techniczno-kosztorysowej wraz ze studium wykonalnoúci dl aprojketu pn.: ,,Uporzπdkowanie gospodarki wodno-úciekowej w Siemianowicach ålπskich""";Wodociπgi Siemianowickie Aqua-Sprint Sp. zo.o.;2680000.00;1852032.52;Nie;ochrona úrodowiska;Nie
Rekultywacja sk≥adowisk odpadÛw komunalnych na terenie CZG12 na cele przyrodnicze;Celowy Zwiπzek Gmin CZG 12;2984100.59;1845294.20;Nie;ochrona úrodowiska;Tak
RPD sektora energetyka na lata 2007-2008 (NFOSiGW);Narodowy Fundusz Ochrony årodowiska i Gospodarki Wodnej;4946997.38;1837627.60;Nie;administracja;Tak
Budowa sieci kanalizacji sanitarnej i przebudowa sieci wodociπgowej w Malborku - II etap;PrzedsiÍbiorstwo WodociπgÛw i Kanalizacji w Malborku SpÛ≥ka z ograniczonπ odpowiedzialnoúciπ;2910280.78;1826831.59;Nie;ochrona úrodowiska;Nie
Poprawa gospodarki wodno-úciekowej miasta Sochaczew - etap II (czÍúÊ I);Zak≥ad WodociπgÛw i Kanalizacji - Sochaczew SpÛ≥ka z o.o.;3784205.25;1824118.30;Nie;ochrona úrodowiska;Nie
Budowa kanalizacji sanitarnej w ul. Dπbrowskiego oraz modernizacja oczyszczalni úciekÛw w Oleúnicy;Miejska Gospodarka Komunalna SpÛ≥ka z ograniczonπ odpowiedzialnoúciπ;5889837.58;1804924.57;Nie;ochrona úrodowiska;Nie
RPD sektora úrodowisko na lata 2007-2008 (CKPå);Centrum Koordynacji ProjektÛw årodowiskowych;2402774.79;1787862.87;Nie;administracja;Tak
Modernizacja oczyszczalni úciekÛw oraz budowa sieci wodociπgowej i kanalizacyjnej w mieúcie O≥awa- Etap II;Zak≥ad WodociπgÛw i Kanalizacji SpÛ≥ka z ograniczonπ odpowiedzialnoúciπ w O≥awie;4384030.81;1772281.31;Nie;ochrona úrodowiska;Nie
Modernizacja oczyszczalni úciekÛw wraz z budowπ sieci kanalizacji sanitarnej w Tomaszowie Lubelskim;PrzedsiÍbiorstwo Gospodarki Komunalnej i Mieszkaniowej SpÛ≥ka z ograniczonπ odpowiedzialnoúciπ w Tomaszowie Lubelskim;3976666.29;1765652.46;Nie;ochrona úrodowiska;Nie
Zmiana systemu napowietrzania reaktorÛw biologicznych eksploatowanych na Oå Centralna w Bytomiu;Bytomskie PrzedsiÍbiorstwo Komunalne Sp. z o.o.;4512317.90;1743423.90;Nie;ochrona úrodowiska;Nie
Przygotowanie dokumentacji úrodowiskowej dla wybranych projektÛw infrastrukturalnych perspektywy finansowej 2014 - 2020;PKP Polskie Linie Kolejowe S.A.;2499023.81;1726698.00;Nie;transport;Nie
Rozbudowa sieci kanalizacyjnej dla miasta Rzeszowa;Miejskie PrzedsiÍbiorstwo WodociπgÛw i Kanalizacji w Rzeszowie Sp. z o.o;2903951.23;1723678.41;Nie;ochrona úrodowiska;Nie
RPD sektora úrodowisko na lata 2014-2015 (WFOåiGW w Rzeszowie);WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w Rzeszowie;3088466.00;1723014.60;Nie;administracja;Nie
RPD sektora úrodowisko na rok 2013 (WFOåiGW w Olsztynie);WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w Olsztynie;3923760.00;1719550.00;Nie;administracja;Nie
Rozbudowa sieci wodociπgowej i kanalizacji sanitarnej Miasta E≥ku;Gmina Miasto E≥k;2461025.60;1712338.86;Nie;ochrona úrodowiska;Tak
Budowa sieci kanalizacji sanitarnej w m. Strzeleczki etap II;Gmina Strzeleczki;4332657.27;1701207.68;Nie;ochrona úrodowiska;Nie
RPD sektora úrodowisko na lata 2007-2008 (WFOåiGW w Olsztynie);WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w Olsztynie;3529652.83;1693949.70;Nie;administracja;Tak
Porzπdkowanie gospodarki wodno - úciekowej w Aglomeracji Olsztynek;Gospodarka Komunalna Sp. z o. o.;2438516.16;1685153.44;Nie;ochrona úrodowiska;Nie
RPD sektora úrodowisko na rok 2012 (WFOåiGW w Krakowie);WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w Krakowie;2852232.00;1679928.95;Nie;administracja;Nie
Modernizacja toru wodnego do Portu PÛ≥nocnego - prace przygotowawcze;Urzπd Morski w Gdyni;1936692.94;1646188.99;Nie;transport;Nie
Studium wykonalnoúci dla budowy linii kolejowej w tunelu od stacji £Ûdü Fabryczna do linii nr 15;PKP Polskie Linie Kolejowe S.A.;3468600.00;1617975.00;Nie;transport;Nie
Przygotowanie zadaÒ inwestycyjnych GdaÒskiego projektu wodno-úciekowego etap III;GdaÒska Infrastruktura Wodociπgowo-Kanalizacyjna SpÛ≥ka z ograniczonπ odpowiedzialnoúciπ;2330439.63;1610466.38;Nie;ochrona úrodowiska;Nie
Przebudowa sieci kanalizacji sanitarnej w msc. JanÛw Lubelski;PrzedsiÍbiorstwo Gospodarki Komunalnej i Mieszkaniowej Sp. z o.o.;2351748.21;1600927.87;Nie;ochrona úrodowiska;Tak
Uporzπdkowanie gospodarki wodno-úciekowej na obszarze Aglomeracji Stronie ålπskie;Gmina Stronie ålπskie;3009767.13;1590585.52;Nie;ochrona úrodowiska;Nie
RPD sektora úrodowisko na rok 2012 (WFOåiGW w Olsztynie);WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w Olsztynie;3597641.00;1584660.10;Nie;administracja;Nie
RPD sektora úrodowisko na rok 2012 (WFOåiGW w GdaÒsku);WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w GdaÒsku;2388600.00;1580320.00;Nie;administracja;Nie
RPD sektora transportu na rok 2013 (MTBiGM);Ministerswto Transportu, Budownictwa i Gospodarki Morskiej;1855000.00;1576750.00;Nie;administracja;Nie
Modernizacja uk≥adu falochronÛw os≥onowych w Porcie PÛ≥nocnym - prace przygotowawcze;Urzπd Morski w Gdyni;1926907.00;1575140.95;Nie;transport;Nie
"""Rozdzielcza kanalizacja sanitarna i deszczowa dla miasta Sycowa""";Sycowska Gospodarka Komunalna SpÛ≥ka z ograniczonπ odpowiedzialnoúciπ;3883097.43;1568918.07;Nie;ochrona úrodowiska;Nie
Remont i modernizacja zabudowy regulacyjnej Odry swobodnie p≥ynπcej ñ odbudowa i modernizacja zabudowy regulacyjnej ñ w celu przystosowania odcinka Odry od Malczyc do ujúcia Nysy £uøyckiej do III klasy drogi wodnej ñ prace przygotowawcze;Regionalny Zarzπd Gospodarki Wodnej we Wroc≥awiu;1844262.00;1557795.00;Nie;transport;Tak
RPD sektora úrodowisko na rok 2013 (WFOåiGW w GdaÒsku);WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w GdaÒsku;2455700.00;1549210.00;Nie;administracja;Nie
RPD sektora úrodowisko na 2009 rok (CKPå);Centrum Koordynacji ProjektÛw årodowiskowych;2103214.42;1520772.76;Nie;administracja;Nie
"""Modernizacja i rozbudowa systemu gospodarki wodno-úciekowej w Grudziπdzu - czÍúÊ II""";Miejskie Wodociπgi i Oczyszczalnia Sp.z o.o.;2261635.34;1519513.23;Nie;ochrona úrodowiska;Tak
Rozbudowa systemu kanalizacji sanitarnej i zaopatrzenia w wodÍ miasta Pruszcz GdaÒski;"PrzedsiÍbiorstwo WodociπgÛw i Kanalizacji ""WiK"" Sp. z o.o.";2273740.85;1515791.46;Nie;ochrona úrodowiska;Nie
"""Poprawa jakoúci wody w Szczecinie ñ Faza II Dokumentacja Prawobrzeøeî";Zak≥ad WodociπgÛw i Kanalizacji SpÛ≥ka z ograniczonπ odpowiedzialnoúciπ;2158285.61;1491498.19;Nie;ochrona úrodowiska;Nie
Modernizacja toru wodnego åwinoujúcie - Szczecin do g≥Íbokoúci 12,5 m - prace przygotowawcze;Urzπd Morski w Szczecinie;1753400.01;1490390.00;Nie;transport;Nie
RPD sektora úrodowisko na rok 2010 (WFOåiGW w Olsztynie);WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w Olsztynie;3965877.00;1480418.65;Nie;administracja;Nie
Kontynuacja kompleksowej gospodarki wodno-úciekowej w Gminie JanÛw Lubelski - etap IV;Gmina JanÛw Lubelski;2440511.67;1479309.45;Nie;ochrona úrodowiska;Nie
RPD sektora úrodowisko na rok 2012 (WFOåiGW w Bia≥ymstoku);WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w Bia≥ymstoku;2235507.00;1469633.85;Nie;administracja;Nie
RPD sektora úrodowisko na rok 2013 (WFOåiGW w Bia≥ymstoku);WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w Bia≥ymstoku;2230704.00;1466993.75;Nie;administracja;Nie
RPD sektora úrodowisko na rok 2012 (WFOåiGW w Warszawie);WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w Warszawie;1791533.00;1460523.55;Nie;administracja;Nie
Poprawa dostÍpu kolejowego do portÛw morskich w Szczecinie i åwinoujúciu - PRACE PRZYGOTOWAWCZE;PKP Polskie Linie Kolejowe S.A.;2112807.60;1457638.47;Nie;transport;Nie
RPD sektora úrodowisko na lata 2007-2008 (Må);Ministerstwo årodowiska;1709200.00;1452820.00;Nie;administracja;Tak
Termomodernizacja wybranych budynkÛw paÒstwowych uczelni artystycznych ñ przygotowanie dokumentacji;Ministerstwo Kultury i Dziedzictwa Narodowego;1807646.12;1450408.39;Nie;energetyka;Tak
Modernizacja i rozbudowa systemu gospodarki wodno-úciekowej w Grudziπdzu;Miejskie Wodociπgi i Oczyszczalnia Sp.z o.o.;2691762.84;1445168.94;Nie;ochrona úrodowiska;Tak
Rozbudowa systemu kanalizacji sanitarnej i zaopatrzenia w wodÍ miasta Pruszcz GdaÒski ñ etap II;"PrzedsiÍbiorstwo WodociπgÛw i Kanalizacji ""WiK"" Sp. z o.o.";2185502.90;1439273.09;Nie;ochrona úrodowiska;Tak
RPD sektora úrodowisko na rok 2010 (WFOåiGW w Katowicach);WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w Katowicach;2229400.00;1415590.00;Nie;administracja;Nie
RPD sektora úrodowisko na rok 2013 (WFOåiGW w Szczecinie);WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w Szczecinie;2311471.00;1406378.55;Nie;administracja;Nie
RPD sektora úrodowisko na rok 2011 (WFOåiGW w Bia≥ymstoku);WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w Bia≥ymstoku;2126695.00;1403973.90;Nie;administracja;Nie
RPD sektora úrodowisko na lata 2014-2015 (WFOåiGW w Zielonej GÛrze);WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w Zielonej GÛrze;3676462.39;1402745.69;Nie;administracja;Nie
RPD sektora úrodowisko na rok 2012 (WFOåiGW w Opolu);WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w Opolu;2110670.00;1388560.00;Nie;administracja;Nie
RozwÛj sieci kanalizacyjnej w Gm. SierakÛw wraz z modernizacjπ miejskiej oczyszczalni úciekÛw;Wielobranøowe PrzedsiÍbiorstwo Komunalne SpÛ≥ka z ograniczonπ odpowiedzialnoúciπ;2082015.40;1367104.17;Nie;ochrona úrodowiska;Nie
RPD sektora úrodowisko na rok 2012 (WFOåiGW w Szczecinie);WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w Szczecinie;2192955.00;1344670.25;Nie;administracja;Nie
ÑBudowa kanalizacji w Gminie Wieliczka ñ etap IIî;Gmina Wieliczka;2199827.94;1331181.38;Nie;ochrona úrodowiska;Nie
RPD sektora úrodowisko na rok 2009 (Må);Ministerstwo årodowiska;1542416.00;1311053.60;Nie;administracja;Nie
RPD sektora úrodowisko na rok 2011 (WFOåiGW w Olsztynie);WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w Olsztynie;3024000.00;1310354.05;Nie;administracja;Nie
RPD sektora úrodowisko na rok 2011 (WFOåiGW w GdaÒsku);WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w GdaÒsku;1990300.00;1307555.00;Nie;administracja;Nie
Plan gospodarki niskoemisyjnej dla GdaÒskiego Obszaru Metropolitalnego;Obszar Metropolitalny GdaÒsk-Gdynia-Sopot;1608900.00;1291267.15;Nie;energetyka;Tak
RPD sektora úrodowisko na lata 2007-2008 (Må);Ministerstwo årodowiska;5463312.61;1289760.40;Nie;administracja;Tak
Poprawa infrastruktury kolejowego dostÍpu do Portu GdaÒsk - PRACE PRZYGOTOWAWCZE;PKP Polskie Linie Kolejowe S.A.;1913930.70;1284911.59;Nie;transport;Nie
RPD sektora úrodowisko na rok 2013 (WFOåiGW w Kielcach);WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w Kielcach;2286703.00;1277608.65;Nie;administracja;Nie
RPD sektora úrodowisko na rok 2011 (WFOåiGW w Szczecinie);WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w Szczecinie;2201885.00;1275670.65;Nie;administracja;Nie
RPD sektora úrodowisko na rok 2013 (WFOåiGW w Poznaniu);WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w Poznaniu;3865613.00;1273281.30;Nie;administracja;Nie
RPD sektora úrodowisko za rok 2010 (WFOåiGW w Bia≥ymstoku);WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w Bia≥ymstoku;1975315.00;1257712.70;Nie;administracja;Nie
RPD IZ na lata 2014-2015;Departament ProgramÛw Infrastrukturalnych Ministerstwa Infrastruktury i Rozwoju;1468775.25;1248458.96;Nie;administracja;Nie
RPD sektora úrodowisko na 2009 rok (WFOåiGW w Olsztynie);WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w Olsztynie;2309772.00;1216312.60;Nie;administracja;Nie
RPD sektora úrodowisko na rok 2013 (WFOåiGW w £odzi);WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w £odzi;2184369.39;1213904.03;Nie;administracja;Nie
RPD sektora úrodowisko na rok 2013 (WFOåiGW w Toruniu);WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w Toruniu;1904941.00;1198494.05;Nie;administracja;Nie
RPD sektora úrodowisko na rok 2013 (WFOåiGW w Opolu);WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w Opolu;2180267.00;1197674.30;Nie;administracja;Nie
Pe≥ne wdroøenie RIS Dolnej Odry - prace przygotowawcze;Urzπd Øeglugi årÛdlπdowej w Szczecinie;1429622.28;1192901.61;Nie;transport;Tak
RPD sektora úrodowisko na rok 2011 (WFOåiGW w Warszawie);WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w Warszawie;1464378.00;1190959.65;Nie;administracja;Nie
Rozbudowa systemu kanalizacji sanitarnej w Serocku;Miasto i Gmina Serock;1947212.99;1186978.97;Nie;ochrona úrodowiska;Nie
RPD sektora úrodowisko na rok 2012 (WFOåiGW w Kielcach);WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w Kielcach;2063064.00;1186538.80;Nie;administracja;Nie
RPD sektora úrodowisko na rok 2013 (WFOåiGW w Warszawie);WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w Warszawie;1531675.00;1183712.55;Nie;administracja;Nie
Budowa kanalizacji sanitarnej w ramach poprawy gospodarki wodno ñ úciekowej w Biedrusku;Gmina Suchy Las;1712344.20;1183327.29;Nie;ochrona úrodowiska;Nie
RPD sektora úrodowisko na rok 2012 (WFOåiGW w Poznaniu);WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w Poznaniu;3569291.00;1172397.35;Nie;administracja;Nie
RPD sektora úrodowisko na rok 2012 (WFOåiGW w Toruniu);WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w Toruniu;1678033.00;1161059.20;Nie;administracja;Nie
RPD sektora úrodowisko na lata 2007-2008 (WFOåiGW w Bia≥ymstoku);WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w Bia≥ymstoku;1632942.26;1153378.72;Nie;administracja;Tak
RPD sektora úrodowisko na rok 2010 (WFOåiGW w GdaÒsku);WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w GdaÒsku;1764500.00;1150475.00;Nie;administracja;Nie
RPD sektora úrodowisko na rok 2012 (NFOåiGW);Narodowy Fundusz Ochrony årodowiska i Gospodarki Wodnej;1335800.00;1135430.00;Nie;administracja;Nie
RPD sektora úrodowisko na rok 2012 (WFOåiGW w £odzi);WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w £odzi;2006223.00;1130934.35;Nie;administracja;Nie
RPD sektora úrodowisko na rok 2010 (WFOåiGW w Poznaniu);WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w Poznaniu;3388111.00;1109796.55;Nie;administracja;Nie
Porzπdkowanie gospodarki wodno - úciekowej na terenie Wa≥brzyskiego Zwiπzku WodociπgÛw i Kanalizacji;Wa≥brzyski Zwiπzek WodociπgÛw i Kanalizacji;2800842.92;1109149.18;Nie;ochrona úrodowiska;Tak
Modernizacja Kana≥u Gliwickiego - prace przygotowawcze;Regionalny Zarzπd Gospodarki Wodnej w Gliwicach;1303406.40;1107895.44;Nie;transport;Tak
RPD sektora transportu na rok 2013 (MTBiGM);Ministerswto Transportu, Budownictwa i Gospodarki Morskiej;1300000.00;1105000.00;Nie;administracja;Nie
Budowa kanalizacji sanitarnej w msc.: Chobanin, GÛrka Wieruszowska, Pieczyska - I etap Pieczyska;Gmina WieruszÛw;2181395.45;1092114.00;Nie;ochrona úrodowiska;Nie
Uporzπdkowanie gospodarki wodno-úciekowej na terenie aglomeracji S≥ubice - przygotowanie dokumentacji;Zak≥ad Us≥ug Wodno-åciekowych SpÛ≥ka z o. o.;1574532.35;1088091.46;Nie;ochrona úrodowiska;Nie
Uporzπdkowanie gospodarki wodno - úciekowej na terenie miasta i gminy Grodzisk Mazowiecki.;ZWiK w Grodzisku Mazowieckim Sp. z o. o.;4071047.68;1080054.45;Nie;ochrona úrodowiska;Nie
RPD sektora úrodowisko na rok 2011 (WFOåiGW w Kielcach);WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w Kielcach;1854396.00;1079702.30;Nie;administracja;Nie
Dokumentacja przedprojektowa dla elektryfikacji linii nr 278 (E30) na odcinku WÍgliniec - Zgorzelec;PKP Polskie Linie Kolejowe S.A.;1928640.00;1077800.00;Nie;transport;Nie
Budowa sieci wodociπgowej i kanalizacji sanitarnej dla miejscowoúci Szymany;Gmina Szczytno;1557113.83;1076557.35;Nie;ochrona úrodowiska;Nie
RPD sektora transport na rok 2010 (MI);MINISTERSTWO INFRASTRUKTURY;1261200.00;1072020.00;Nie;administracja;Nie
RPD sektora úrodowisko na rok 2011 (WFOåiGW w Krakowie);WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w Krakowie;1881972.00;1064200.00;Nie;administracja;Nie
RPD sektora úrodowisko na rok 2011 (WFOåiGW w Toruniu);WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w Toruniu;1532962.00;1061001.45;Nie;administracja;Nie
Uporzπdkowanie gospodarki wodno-kanalizacyjnej na terenie miasta i gminy Muszyna - dokumentacja projektowa.;PrzedsiÍbiorstwo Gospodarki Komunalnej Sp. z o.o.;1629398.00;1057308.70;Nie;ochrona úrodowiska;Nie
RPD sektora transport na rok 2012 (MTBiGM);Ministerswto Transportu, Budownictwa i Gospodarki Morskiej;1242000.00;1055700.00;Nie;administracja;Nie
RPD sektora úrodowisko na rok 2013 (WFOåiGW we Wroc≥awiu);WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej we Wroc≥awiu;1528575.00;1051127.00;Nie;administracja;Nie
RPD sektora úrodowisko na rok 2010 (WFOåiGW w Szczecinie);WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w Szczecinie;1901264.08;1049626.75;Nie;administracja;Nie
RPD sektora úrodowisko na rok 2011 (WFOåiGW w Poznaniu);WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w Poznaniu;3273497.00;1040067.65;Nie;administracja;Nie
RPD sektora úrodowisko na rok 2010 (Må);Ministerstwo årodowiska;1219371.49;1036465.76;Nie;administracja;Nie
RPD sektora úrodowisko na 2009 rok (WFOåiGW w Bia≥ymstoku);WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w Bia≥ymstoku;1216658.00;1034159.30;Nie;administracja;Nie
RPD sektora úrodowisko na 2009 rok (WFOåiGW w Szczecinie);WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w Szczecinie;1213336.00;1031335.60;Nie;administracja;Nie
RPD sektora úrodowisko na lata 2014-2015 (Må);Ministerstwo årodowiska;1210366.20;1028811.27;Nie;administracja;Nie
RPD sektora úrodowisko na 2009 rok (WFOåiGW w Katowicach);WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w Katowicach;1825008.58;1027195.74;Nie;administracja;Nie
Poprawa dostÍpu kolejowego do portu morskiego w Gdyni - PRACE PRZYGOTOWAWCZE;PKP Polskie Linie Kolejowe S.A.;1521726.50;1023873.02;Nie;transport;Nie
RPD sektora úrodowisko na rok 2011 (WFOåiGW w Opolu);WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w Opolu;1735153.00;1023589.55;Nie;administracja;Nie
