ANTRAGSNUMMER,Interventionskategorie,Name des Begünstigten,PLZ,BEGINN,ENDE,ZUSAMMENFASSUNG,BEZEICHNUNG,GESAMTBETRAG 1)
ESF/14-BM-C17-0034/16,115.0,Staatliches Schulamt Schwerin,19057,15.07.16,31.07.17,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0001/16,115.0,Staatliches Schulamt Rostock,18109,13.07.16,31.07.17,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0010/16,115.0,Staatliches Schulamt Neubrandenburg,17036,13.07.16,31.07.17,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0025/14,115.0,Staatliches Schulamt Schwerin,19057,03.02.16,31.07.15,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0027/15,115.0,Staatliches Schulamt Schwerin,19057,04.02.16,31.07.16,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0028/15,115.0,Staatliches Schulamt Schwerin,19057,04.02.16,31.07.16,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0004/14,115.0,Staatliches Schulamt Rostock,18109,04.02.16,31.07.15,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0008/16,115.0,Staatliches Schulamt Neubrandenburg,17036,13.07.16,31.07.17,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0013/15,115.0,Staatliches Schulamt Neubrandenburg,17036,03.02.16,31.07.16,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0026/15,115.0,Staatliches Schulamt Schwerin,19057,04.02.16,31.07.16,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0004/15,115.0,Staatliches Schulamt Rostock,18109,04.02.16,31.07.16,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0006/14,115.0,Staatliches Schulamt Rostock,18109,04.02.16,31.07.15,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0018/15,115.0,Staatliches Schulamt Greifswald,17489,04.02.16,31.07.16,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0014/14,115.0,Staatliches Schulamt Greifswald,17489,04.02.16,31.07.15,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0020/14,115.0,Staatliches Schulamt Greifswald,17489,04.02.16,31.07.15,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0035/16,115.0,Staatliches Schulamt Rostock,18109,15.07.16,31.07.17,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0024/15,115.0,Staatliches Schulamt Schwerin,19057,04.02.16,31.07.16,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0025/15,115.0,Staatliches Schulamt Schwerin,19057,04.02.16,31.07.16,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0031/15,115.0,Staatliches Schulamt Schwerin,19057,04.02.16,31.07.16,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0017/15,115.0,Staatliches Schulamt Greifswald,17489,04.02.16,31.07.16,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0008/14,115.0,Staatliches Schulamt Rostock,18109,04.02.16,31.07.15,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-BM-C17-0012/16,115.0,Staatliches Schulamt Neubrandenburg,17036,14.07.16,31.07.17,Förderung des 10. Schuljahres,Förderung der Einrichtung und Durchführung eines freiwilligen 10. Schuljahres an Schulen mit dem Förderschwerpunkt Lernen durch die Bereitstellung zusätzlicher Lehrerstunden.,79041.6
ESF/14-SM-C41-0001/15,118.0,"Verein zur Förderung der Weiterbildungs-Information und Beratung Schwerin-WIB-e.V.,",19061,01.01.16,31.12.16,Förderung der Systeme des Lebenslangen Lernens plus WB-Datenbank,"Förderung des Betriebes der  Weiterbildungsdatenbank für Mecklenburg-Vorpommern. Die Weiterbildungsdatenbank für Mecklenburg-Vorpommern gewährleistet eine umfassende, aktuelle und benutzerfreundliche, trägerneutrale und unabhängige  Weiterbildungsinformation und Weiterbildungsberatung zu Angeboten der allgemeinen, politischen und beruflichen Weiterbildung.",395446.67
ESF/14-SM-C42-0002/15,118.0,Internationale Jugendgemeinschaftsdienste   (ijgd) e.V.,23966,09.12.15,31.08.16,Förderung des freiwilligen sozialen Jahres,Durchführung des Freiwilligen Sozialen Jahres in Mecklenburg-Vorpommern mit dem Ziel der Förderung von gesellschaftlichem Enga-gement und Erhöhung der individuellen Berufs- oder Studienwahlkompetenz von jun-gen Menschen bis zur Vollendung des 27. Lebensjahres in den Bereichen Denkmal-pflege und Demokratie.,48840.0
ESF/14-SM-C42-0007/15-A01,118.0,Erzbistum Hamburg     Fachbereich Freiwilligendienste Mecklenburg,17166,19.01.16,31.08.16,Förderung des freiwilligen sozialen Jahres,Durchführung des Freiwilligen Sozialen Jahres in Mecklenburg-Vorpommern mit dem Ziel der Förderung von gesellschaftlichem Enga-gement und Erhöhung der individuellen Berufs- oder Studienwahlkompetenz von jun-gen Menschen bis zur Vollendung des 27. Lebensjahres in den Bereichen Jugendhilfe und Jugendbildungs- und Übernachtungsstätten ,48840.0
ESF/14-SM-C42-0003/16,118.0,Diakonisches Werk  Mecklenburg -Vorpommern e.V.,19055,18.08.16,31.08.16,Förderung des freiwilligen sozialen Jahres,Durchführung des Freiwilligen Sozialen Jahres in Mecklenburg-Vorpommern mit dem Ziel der För-derung von gesellschaftlichem Engagement und Erhöhung der individuellen Berufs- oder Studienwahlkompetenz von jungen Menschen bis zur Vollendung des 27. Le-bensjahres in den Bereichen Jugendhilfe und Jugendbildungs- und Übernachtungs-stätten,44400.0
ESF/14-SM-C42-0005/15,118.0,"Internationaler Bund (IB) Freier Träger der Jugend-, Sozial- und Bildungsarbeit e.V.",19063,09.12.15,31.08.16,Förderung des freiwilligen sozialen Jahres,Durchführung des Freiwilligen Sozialen Jahres in Mecklenburg-Vorpommern mit dem Ziel der Förderung von gesellschaftlichem Enga-gement und Erhöhung der individuellen Berufs- oder Studienwahlkompetenz von jun-gen Menschen bis zur Vollendung des 27. Lebensjahres in den Bereichen Jugendhilfe und Jugendbildungs- und Übernachtungsstätten,48840.0
ESF/14-SM-C42-0005/16,118.0,Sportjugend / Landessportbund M-V e.V.,19057,18.08.16,31.08.17,Förderung des freiwilligen sozialen Jahres,Durchführung des Freiwilligen Sozialen Jahres in Mecklenburg-Vorpommern in dem Bereich Sport mit dem Ziel der Förderung von gesellschaftlichem Engagement und Erhöhung der individuellen Berufs- oder Studienwahlkompetenz von jungen Menschen bis zur Vollendung des 27. Lebensjahres,44400.0
ESF/14-SM-C42-0007/16,118.0,AWO Landesverband Mecklenburg-Vorpommern e.V.,19053,18.08.16,31.08.17,Förderung des freiwilligen sozialen Jahres,Durchführung des Freiwilligen Sozialen Jahres in Mecklenburg-Vorpommern  in den Bereichen Ju-gendhilfe und Jugendbildungs- und Übernachtungsstätten mit dem Ziel der Förderung von gesellschaftlichem Engagement und Erhöhung der individuellen Berufs- oder Studienwahlkompetenz von jungen Menschen bis zur Vollendung des 27. Lebensjahres,44400.0
ESF/14-SM-C42-0001/15,118.0,DRK Soziale Freiwilligendienste Mecklenburg-Vorpommern gGmbH,19055,09.12.15,31.08.16,Förderung des freiwilligen sozialen Jahres,Durchführung des Freiwilligen Sozialen Jahres in Mecklenburg-Vorpommern mit dem Ziel der Förderung von gesellschaftlichem Enga-gement und Erhöhung der individuellen Berufs- oder Studienwahlkompetenz von jun-gen Menschen bis zur Vollendung des 27. Lebensjahres in dem Bereich Jugendhilfe ,44400.0
ESF/14-SM-C42-0003/15-A01,118.0,Diakonisches Werk  Mecklenburg -Vorpommern e.V.,19055,19.01.16,31.08.16,Förderung des freiwilligen sozialen Jahres,Durchführung des Freiwilligen Sozialen Jahres in Mecklenburg-Vorpommern mit dem Ziel der Förderung von gesellschaftlichem Enga-gement und Erhöhung der individuellen Berufs- oder Studienwahlkompetenz von jun-gen Menschen bis zur Vollendung des 27. Lebensjahres in den Bereichen Jugendhilfe und Jugendbildungs- und Übernachtungsstätten,48840.0
ESF/14-SM-C42-0004/16,118.0,Erzbistum Hamburg Fachbereich Freiwilligendienste,20099,18.08.16,31.08.17,Förderung des freiwilligen sozialen Jahres,Durchführung des Freiwilligen Sozialen Jahres in Mecklenburg-Vorpommern in dem Bereich Ju-gendhilfe mit dem Ziel der Förderung von gesellschaftlichem Engagement und Erhö-hung der individuellen Berufs- oder Studienwahlkompetenz von jungen Menschen bis zur Vollendung des 27. Lebensjahres,44400.0
ESF/14-SM-C42-0001/16,118.0,"Internationaler Bund (IB) Freier Träger der Jugend-, Sozial- und Bildungsarbeit e.V.",19063,18.08.16,31.08.17,Förderung des freiwilligen sozialen Jahres,Durchführung des Freiwilligen Sozialen Jahres in Mecklenburg-Vorpommern mit dem Ziel der Förderung von gesellschaftlichem Engagement und Erhöhung der individuellen Berufs- oder Studienwahlkompetenz von jungen Menschen bis zur Vollendung des 27. Lebensjahres in dem Bereich Jugendhilfe,44400.0
ESF/14-SM-C42-0004/15-A01,118.0,"Der PARITÄTISCHE Wohlfahrtsverband, Landesverband Mecklenburg- Vorpommern e.V.",19061,19.01.16,31.08.16,Förderung des freiwilligen sozialen Jahres,Die Zuwendung ist zweckgebunden für die Durchführung des Freiwilligen Sozialen Jahres in Mecklenburg-Vorpommern mit dem Ziel der Förderung von gesellschaftlichem Enga-gement und Erhöhung der individuellen Berufs- oder Studienwahlkompetenz von jun-gen Menschen bis zur Vollendung des 27. Lebensjahres in dem Bereich Jugendhilfe ,48840.0
ESF/14-SM-C42-0006/15-A01,118.0,Landesvereinigung Kulturelle Jugendbildung Mecklenburg-Vorpommern e.V.,19386,19.01.16,31.08.16,Förderung des freiwilligen sozialen Jahres,Durchführung des Freiwilligen Sozialen Jahres in Mecklenburg-Vorpommern mit dem Ziel der Förderung von gesellschaftlichem Enga-gement und Erhöhung der individuellen Berufs- oder Studienwahlkompetenz von jun-gen Menschen bis zur Vollendung des 27. Lebensjahres in dem Bereich Kultur,48840.0
ESF/14-SM-C42-0008/16,118.0,Internationale Jugendgemeinschaftsdienste   (ijgd) e.V.,23966,18.08.16,31.08.17,Förderung des freiwilligen sozialen Jahres,Durchführung des Freiwilligen Sozialen Jahres in Mecklenburg-Vorpommern in den Bereichen Denkmalpflege und Demokratie mit dem Ziel der Förderung von gesellschaftlichem Engagement und Erhöhung der individuellen Berufs- oder Studienwahlkompetenz von jungen Menschen bis zur Vollendung des 27. Lebensjahres,44400.0
ESF/14-SM-C42-0008/15,118.0,AWO Landesverband Mecklenburg-Vorpommern e.V.,19053,09.12.15,31.08.16,Förderung des freiwilligen sozialen Jahres,Durchführung des Freiwilligen Sozialen Jahres in Mecklenburg-Vorpommern  mit dem Ziel der Förderung von gesellschaftlichem Enga-gement und Erhöhung der individuellen Berufs- oder Studienwahlkompetenz von jun-gen Menschen bis zur Vollendung des 27. Lebensjahres in den Bereichen Jugendhilfe und Jugendbildungs- und Übernachtungsstätten ,48840.0
ESF/14-SM-C42-0009/16,118.0,Landesvereinigung Kulturelle Jugendbildung Mecklenburg-Vorpommern e.V.,19386,18.08.16,31.08.17,Förderung des freiwilligen sozialen Jahres,Durchführung des Freiwilligen Sozialen Jahres in Mecklenburg-Vorpommern in dem Bereich Kul-tur mit dem Ziel der Förderung von gesellschaftlichem Engagement und Erhöhung der individuellen Berufs- oder Studienwahlkompetenz von jungen Menschen bis zur Voll-endung des 27. Lebensjahres,44400.0
ESF/14-SM-C42-0002/16,118.0,"Der PARITÄTISCHE Wohlfahrtsverband, Landesverband Mecklenburg- Vorpommern e.V.",19061,18.08.16,31.08.16,Förderung des freiwilligen sozialen Jahres,Durchführung des Freiwilligen Sozialen Jahres in Mecklenburg-Vorpommern mit dem Ziel der För-derung von gesellschaftlichem Engagement und Erhöhung der individuellen Berufs- oder Studienwahlkompetenz von jungen Menschen bis zur Vollendung des 27. Le-bensjahres in dem Bereich Jugendhilfe,44400.0
ESF/14-SM-C42-0006/16,118.0,DRK Soziale Freiwilligendienste Mecklenburg-Vorpommern gGmbH,19055,18.08.16,31.08.17,Förderung des freiwilligen sozialen Jahres,Durchführung des Freiwilligen Sozialen Jahres in Mecklenburg-Vorpommern in dem Bereich Jugendhilfemit dem Ziel der För-derung von gesellschaftlichem Engagement und Erhöhung der individuellen Berufs- oder Studienwahlkompetenz von jungen Menschen bis zur Vollendung des 27. Le-bensjahres in den Bereichen Jugendhilfe und Jugendbildungs- und Übernachtungs-stätten,44400.0
ESF/14-LU-C43-0002/16,118.0,"Internationaler Bund (IB) Freier Träger der Jugend-, Sozial- und Bildungsarbeit e.V.",19063,23.08.16,31.08.17,Förderung des freiwilligen ökologischen Jahres,"Durchführung des Freiwilligen Ökologi-schen Jahres in Mecklenburg-Vorpommern mit dem Ziel der Förderung des ökologischen Engage-ments von jungen Menschen bis zur Vollendung des 27. Lebensjahres . 
Darüber hinaus soll der Zugang zum lebenslangen Lernen, der Steigerung der Fähig-keiten und Kompetenzen von Jugendlichen und jungen Erwachsenen verbunden mit dem zusätzlichen Angebot zur Berufsorientierung in unterschiedlichen Einrichtungen des Umwelt- und Naturschutzes sowie der Land- und Forstwirtschaft inklusive der kleinen und mittleren Unternehmen (KMU), gefördert werden. Einsatzstellen sollen so gewählt werden, dass sie den Zielen einer beruflichen Orientierung im Bereich des Umwelt- und Naturschutzes und den entsprechenden Berufsfeldern dienen.",564133.7
ESF/14-LU-C43-0002/15,118.0,"Internationaler Bund (IB) Freier Träger der Jugend-, Sozial- und Bildungsarbeit e.V.",19063,13.10.15,31.08.16,Förderung des freiwilligen ökologischen Jahres,"Durchführung des Freiwilligen Ökologischen Jahres (FÖJ) in Mecklenburg-Vorpommern mit dem Ziel der Förderung des ökologischen Engagements von jungen Menschen bis zur Vollendung des 27. Lebensjahres. Darüber hinaus soll der Zugang zum lebenslangen Lernen, der Steigerung der Fähigkeiten und Kompetenzen von Jugendlichen und jungen Erwachsenen verbunden mit dem zusätzlichen Angebot zur Berufsorientierung in unterschiedlichen Einrichtungen des Umwelt- und Naturschutzes sowie der Land- und Forstwirtschaft inclusive KMU, gefördert werden. Einsatzstellen sollen so gewählt werden, dass sie den Zielen einer beruflichen Orientierung im Bereich des Umwelt- und Naturschutzes und den entsprechenden Berufsfeldern dienen.",545051.99
ESF/14-LU-C43-0001/15,118.0,Jugendwerk Aufbau Ost JAO gGmbH,12627,13.10.15,31.08.16,Förderung des freiwilligen ökologischen Jahres,"Durchführung des Freiwilligen Ökologischen Jahres (FÖJ) in Mecklenburg-Vorpommern mit dem Ziel der Förderung des ökologischen Engagements von jungen Menschen bis zur Vollendung des 27. Lebensjahres. Darüber hinaus soll der Zugang zum lebenslangen Lernen, der Steigerung der Fähigkeiten und Kompetenzen von Jugendlichen und jungen Erwachsenen verbunden mit dem zusätzlichen Angebot zur Berufsorientierung in unterschiedlichen Einrichtungen des Umwelt- und Naturschutzes sowie der Land- und Forstwirtschaft inclusive KMU, gefördert werden. Einsatzstellen sollen so gewählt werden, dass sie den Zielen einer beruflichen Orientierung im Bereich des Umwelt- und Naturschutzes und den entsprechenden Berufsfeldern dienen.",781583.98
ESF/14-LU-C43-0001/16,118.0,Jugendwerk Aufbau Ost JAO gGmbH,12627,23.08.16,31.08.17,Förderung des freiwilligen ökologischen Jahres,"Durchführung des Freiwilligen Ökologi-schen Jahres in Mecklenburg-Vorpommern mit dem Ziel der Förderung des ökologischen Engage-ments von jungen Menschen bis zur Vollendung des 27. Lebensjahres
Darüber hinaus soll der Zugang zum lebenslangen Lernen, der Steigerung der Fähig-keiten und Kompetenzen von Jugendlichen und jungen Erwachsenen verbunden mit dem zusätzlichen Angebot zur Berufsorientierung in unterschiedlichen Einrichtungen des Umwelt- und Naturschutzes sowie der Land- und Forstwirtschaft inklusive der kleinen und mittleren Unternehmen (KMU), gefördert werden. Einsatzstellen sollen so gewählt werden, dass sie den Zielen einer beruflichen Orientierung im Bereich des Umwelt- und Naturschutzes und den entsprechenden Berufsfeldern dienen.",808946.43
