Begünstigte/r,Maßnahmebezeichnung,Jahr der Bewilligung / Jahr der Restzahlung,Bewilligte Beträge,Bei Abschluss des Vorhabens gezahlte Gesamtbeträge
"Landesbetrieb Landesvermessung und
Geobasisinformation Brandenburg",Verbundausbildung - Anwendung vermessungstechnischer CAD-Programme,2009,,"500,00"
"Landesbetrieb Landesvermessung und
Geobasisinformation Brandenburg","Verbundausbildung - Grundaufbau, Handhabung und Prüfung klassischer und
elektronischer Messtechnik",2008,,"580,00"
"Landesbetrieb Landesvermessung und
Geobasisinformation Brandenburg","Verbundausbildung - Grundlegende Kommandos aus dem UNIX-Betriebssystem,
Erzeugen eines Verfahrens mit dbwrit, Grundrisserzeugung mit ALK-GIAP",2008,,"580,00"
"Landesbetrieb Landesvermessung und
Geobasisinformation Brandenburg",Verbundausbildung - Geodätische Punktbestimmung,2009,,"600,00"
"Landesbetrieb Landesvermessung und
Geobasisinformation Brandenburg",Verbundausbildung - Rechnergestützte Bearbeitung von Längs- und Querprofilen,2009,,"600,00"
"Landesbetrieb Landesvermessung und
Geobasisinformation Brandenburg",Verbundausbildung - Rechnergestützte Bearbeitung digitaler Geländemodelle,2011,,"600,00"
"Landesbetrieb Landesvermessung und
Geobasisinformation Brandenburg",Verbundausbildung - Einführung in vermessungstechnische CAD-Programme,2011,,"600,00"
"Landesbetrieb Landesvermessung und
Geobasisinformation Brandenburg",Verbundausbildung - Geodätische Punktbestimmung,2010,,"680,00"
"Landesbetrieb Landesvermessung und
Geobasisinformation Brandenburg",Verbundausbildung - Geodätische Punktbestimmung,2011,,"700,00"
"Landesbetrieb Landesvermessung und
Geobasisinformation Brandenburg","Verbundausbildung - Grundaufbau, Handhabung und Prüfung klassischer und
elektronischer Messtechnik",2008,,"760,00"
"Landesbetrieb Landesvermessung und
Geobasisinformation Brandenburg",Verbundausbildung - Vermessungstechnisches Zeichnen,2009,,"800,00"
"Landesbetrieb Landesvermessung und
Geobasisinformation Brandenburg",Verbundausbildung - Grundlagen der Lagemessung,2011,,"800,00"
"Landesbetrieb Landesvermessung und
Geobasisinformation Brandenburg",Verbundausbildung - Geodätische Berechnungen,2011,,"800,00"
"Landesbetrieb Landesvermessung und
Geobasisinformation Brandenburg",Verbundausbildung - Vermessungstechnisches Zeichnen,2011,,"800,00"
"Landesbetrieb Landesvermessung und
Geobasisinformation Brandenburg",Verbundausbildung - Grundlagen der Lagemessung,2012,,"800,00"
"Landesbetrieb Landesvermessung und
Geobasisinformation Brandenburg","Verbundausbildung - ZAF 5 Grundaufbau, Handhabung und Prüfung klassischer und
elektronischer Messtechnik",2010,,"900,00"
"Landesbetrieb Landesvermessung und
Geobasisinformation Brandenburg",Verbundausbildung - Rechnergestützte Bearbeitung von Längs- und Querprofilen,2011,,"980,00"
"Landesbetrieb Landesvermessung und
Geobasisinformation Brandenburg","Verbundausbildung - Geodätische Berechnungen, Kartografie und Photogrammetrie",2012,,"1.020,00"
"Landesbetrieb Landesvermessung und
Geobasisinformation Brandenburg",Verbundausbildung - Geodätische Berechnungen,2009,,"1.100,00"
"Landesbetrieb Landesvermessung und
Geobasisinformation Brandenburg","Allgemeine Verbundausbildung - Geodätische Berechnungen, Rechnergestütze
Bearbeitung von Längs- und Querprofilen, Geodätische Punktbestimmungen u. a.",2013,,"1.100,00"
"Landesbetrieb Landesvermessung und
Geobasisinformation Brandenburg","Verbundausbildung - ZAF 11 Geodätische Berechnungen, ZAF 12 Kartographie und
Photogrammetrie",2009,,"1.140,00"
"Landesbetrieb Landesvermessung und
Geobasisinformation Brandenburg",Verbundausbildung - Grundlagen der Lagemessung,2009,,"1.200,00"
"Landesbetrieb Landesvermessung und
Geobasisinformation Brandenburg",Verbundausbildung - Rechnergestützte Bearbeitung von Längs- und Querprofilen,2009,,"1.200,00"
"Landesbetrieb Landesvermessung und
Geobasisinformation Brandenburg",Allgemeine Verbundausbildung - Grundlagen vermessungstechnische Berechnungen,2012,,"1.200,00"
"Landesbetrieb Landesvermessung und
Geobasisinformation Brandenburg",Verbundausbildung - Rechnergestützte Bearbeitung digitaler Geländemodelle,2010,,"1.300,00"
"Landesbetrieb Landesvermessung und
Geobasisinformation Brandenburg",Verbundausbildung - Rechnergestützte Bearbeitung von Längs- und Querprofilen,2010,,"1.380,00"
Landesjugendring Brandenburg Trägerwerk e. V.,Freiwilliges Soziales Jahr in der Kinder- und Jugendhilfe,2014,,"68.983,17"
Landesjugendring Brandenburg Trägerwerk e. V.,Freiwilliges Soziales Jahr,2011,,"70.826,69"
Landesjugendring Brandenburg Trägerwerk e. V.,Freiwilliges Soziales Jahr im Land Brandenburg,2012,,"70.987,30"
Landesjugendring Brandenburg Trägerwerk e. V.,Freiwilliges soziales Jahr,2012,,"75.045,76"
Landesjugendring Brandenburg Trägerwerk e. V.,Freiwilliges Soziales Jahr in der Kinder- und Jugendhilfe,2013,,"92.491,09"
Landesjugendring Brandenburg Trägerwerk e. V.,Freiwilliges Ökologisches Jahr,2009,,"104.834,92"
Landesjugendring Brandenburg Trägerwerk e. V.,Freiwilliges ökologisches Jahr,2009,,"116.861,82"
Landesjugendring Brandenburg Trägerwerk e. V.,Freiwilliges ökologisches Jahr,2011,,"119.266,66"
Landesjugendring Brandenburg Trägerwerk e. V.,Freiwilliges ökologisches Jahr,2012,,"120.348,09"
Landesjugendring Brandenburg Trägerwerk e. V.,Freiwilliges ökologisches Jahr,2009,,"152.409,88"
Landesjugendring Brandenburg Trägerwerk e. V.,Freiwilliges ökologisches Jahr,2014,,"153.327,25"
Landesjugendring Brandenburg Trägerwerk e. V.,Freiwilliges ökologisches Jahr,2012,,"157.875,93"
Landesjugendring Brandenburg Trägerwerk e. V.,Freiwilliges ökologisches Jahr,2012,,"161.026,26"
Landesjugendring Brandenburg Trägerwerk e. V.,Freiwilliges ökologisches Jahr,2011,,"164.475,89"
Landesjugendring Brandenburg Trägerwerk e. V.,Freiwilliges Ökologisches Jahr,2009,,"173.958,48"
Landesjugendring Brandenburg Trägerwerk e. V.,Freiwilliges ökologisches Jahr,2012,,"206.859,33"
Landesjugendring Brandenburg Trägerwerk e. V.,Freiwilliges ökologisches Jahr,2014,,"210.968,84"
Landesjugendring Brandenburg Trägerwerk e. V.,Freiwilliges Soziales Jahr im Land Brandenburg,2012,"85.520,00",
Landesjugendring Brandenburg Trägerwerk e. V.,Freiwilliges Soziales Jahr im Land Brandenburg,2012,"63.140,00",
Landesjugendring Brandenburg Trägerwerk e. V.,"Freiwilliges Ökologisches Jahr (FÖJ) im Land Brandenburg in der Förderregion Nord-
Ost",2013,"272.645,27",
Landesjugendring Brandenburg Trägerwerk e. V.,"Freiwilliges Ökologisches Jahr (FÖJ) im Land Brandenburg in der Förderregion Süd-
West",2013,"194.745,99",
Landesjugendring Brandenburg Trägerwerk e. V.,"Freiwilliges Soziales Jahr (FSJ) im Bereich: Kinder- und Jugendhilfe, Sport in
Brandenburg in der Förderregion Nord-Ost",2013,"85.520,00",
Landesjugendring Brandenburg Trägerwerk e. V.,"Freiwilliges Soziales Jahr (FSJ) im Bereich: Kinder- und Jugendhilfe, Sport in
Brandenburg in der Förderregion Süd-West",2013,"63.140,00",
Landesjugendring Brandenburg Trägerwerk e. V.,"Freiwilliges Ökologisches Jahr (FÖJ) im Land Brandenburg in der Förderregion Nord-
Ost",2014,"242.881,37",
Landesjugendring Brandenburg Trägerwerk e. V.,"Freiwilliges Ökologisches Jahr (FÖJ) im Land Brandenburg in der Förderregion Sud-
West",2014,"185.733,43",
Landesjugendring Brandenburg Trägerwerk e. V.,Freiwilliges soziales Jahr in der Kinder und Jugendhilfe Bereich NO,2014,"76.824,00",
Landesjugendring Brandenburg Trägerwerk e. V.,Freiwilliges Soziales Jahr in der Kinder- und Jugendhilfe im Schuljahr 2014/2015,2014,"57.618,00",
Landesrettungsschule Sachsen gGmbH,Bildungsscheck,2011,,"217,00"
Landesrettungsschule Sachsen gGmbH,Bildungsscheck,2011,,"1.000,00"
Landesverband der Musikschulen Brandenburg e.V.,"Kita macht Musik - Berufsbegleitender Lehrgang für Erzieherinnen und Erzieher in
den Kindertagesstätten",2010,,"7.288,18"
Landesverband der Musikschulen Brandenburg e.V.,"Kita macht Musik - Berufsbegleitender Lehrgang für Erzieherinnen und Erzieher in
den Kindertagesstätten",2013,,"16.512,51"
Landesverband Pferdesport Berlin-Brandenburg e.V.,"Lehrgänge zur überbetrieblichen Ausbildung im Rahmen der beruflichen
Erstausbildung in der Landwirtschaft - Pferdewirte Klassische Reitausbildung",2014,,"700,00"
Landesverband Pferdesport Berlin-Brandenburg e.V.,Überbetriebliche Ausbildung in der Landwirtschaft - Pferdewirte Reiten,2012,,"985,17"
Landesverband Pferdesport Berlin-Brandenburg e.V.,"Lehrgänge zur überbetrieblichen Ausbildung im Rahmen der beruflichen
Erstausbildung in der Landwirtschaft - Pferdewirte Klassische Reitausbildung",2014,,"1.400,00"
Landesverband Pferdesport Berlin-Brandenburg e.V.,Überbetriebliche Ausbildung in der Landwirtschaft - Pferdewirte - Reiten,2011,,"1.925,18"
Landesverband Pferdesport Berlin-Brandenburg e.V.,Überbetriebliche Ausbildung in der Landwirtschaft - Pferdewirte - Reiten,2011,,"1.969,17"
Landesverband Pferdesport Berlin-Brandenburg e.V.,Überbetriebliche Ausbildung in der Landwirtschaft - Pferdewirte - Reiten,2012,,"2.895,00"
Landesverband Pferdesport Berlin-Brandenburg e.V.,Überbetriebliche Ausbildung in der Landwirtschaft - Pferdewirte - Reiten,2010,,"3.881,40"
Landesverband Pferdesport Berlin-Brandenburg e.V.,Überbetriebliche Ausbildung in der Landwirtschaft - Reiten,2010,,"4.492,00"
"Landesvereinigung Kulturelle Jugendbildung Berlin
e.V.","Freiwilliges Soziales Jahr (FSJ) im Bereich: Kultur in Brandenburg in der Förderregion
Nord-Ost",2014,"165.884,31",
"Landesvereinigung Kulturelle Jugendbildung Berlin
e.V.",Freiwilliges Soziales Jahr  Kultur,2012,,"25.043,54"
"Landesvereinigung Kulturelle Jugendbildung Berlin
e.V.",Freiwilliges Soziales Jahr  Kultur,2010,,"25.328,00"
"Landesvereinigung Kulturelle Jugendbildung Berlin
e.V.",Freiwilliges Soziales Jahr  Kultur,2010,,"26.510,17"
"Landesvereinigung Kulturelle Jugendbildung Berlin
e.V.",Freiwilliges Soziales Jahr  Kultur,2012,,"33.420,56"
"Landesvereinigung Kulturelle Jugendbildung Berlin
e.V.",Freiwilliges Soziales Jahr  Kultur,2010,,"37.612,38"
"Landesvereinigung Kulturelle Jugendbildung Berlin
e.V.",Freiwilliges Soziales Jahr  Kultur,2012,,"39.232,69"
"Landesvereinigung Kulturelle Jugendbildung Berlin
e.V.",Freiwilliges Soziales Jahr  Kultur,2010,,"40.440,05"
"Landesvereinigung Kulturelle Jugendbildung Berlin
e.V.",Freiwilliges Soziales Jahr  Kultur,2013,,"44.410,78"
"Landesvereinigung Kulturelle Jugendbildung Berlin
e.V.",Freiwilliges Soziales Jahr  Kultur,2012,,"55.033,08"
"Landesvereinigung Kulturelle Jugendbildung Berlin
e.V.",Freiwilliges Soziales Jahr  Kultur,2013,,"61.826,62"
"Landesvereinigung Kulturelle Jugendbildung Berlin
e.V.",Freiwilliges Soziales Jahr  Kultur,2012,"85.140,00",
"Landesvereinigung Kulturelle Jugendbildung Berlin
e.V.",Freiwilliges Soziales Jahr  Kultur,2012,"69.660,00",
"Landesvereinigung Kulturelle Jugendbildung Berlin
e.V.","Freiwilliges Soziales Jahr (FSJ) im Bereich: Kultur in Brandenburg in der Förderregion
Nord-Ost",2013,"178.957,09",
"Landesvereinigung Kulturelle Jugendbildung Berlin
e.V.","Freiwilliges Soziales Jahr (FSJ) im Bereich: Kultur in Brandenburg in der Förderregion
Süd-West",2013,"155.217,78",
"Landesvereinigung Kulturelle Jugendbildung Berlin
e.V.","Freiwilliges Soziales Jahr (FSJ) im Bereich: Kultur in Brandenburg in der Förderregion
Süd-West",2014,"145.233,25",
Landfleischerei Bendig GmbH,"Qualifizierung in kleinen und mittleren Unternehmen - Kompaktqualifizierung 2010
Verkauftraining",2011,,"19.640,32"
Landfleischerei Bendig GmbH,"Qualifizierung in kleinen und mittleren Unternehmen - Wünsche bei Kunden wecken
und nicht nur den Bedarf decken u. a.",2013,,"13.760,88"
Landfleischerei Bendig GmbH,"Qualifizierung in kleinen und mittleren Unternehmen -Einarbeitungstraining für neue
Konzepte mit Schwerpunkt Fleischerei, Küche, Partyservice Feinkost u. a.",2014,,"13.932,41"
Landfleischerei Schmelzer,Teilprojekt Regionalbudget Prignitz,2010,"14.850,00",
"Landgasthof ""Wonneberger""",Teilprojekt Regionalbudget Prignitz,2010,"7.087,50",
"Landgraf, Florian Zimmerer im Reisegewerbe","Qualifizierung in kleinen und mittleren Unternehmen -Ausbildung der Ausbilder nach
AEVO",2014,,"505,40"
"Landgut A.Borsig GmbH & Co und Betriebs KG
Nauen","Qualifizierung in kleinen und mittleren Unternehmen - Beschwerdemanagement,
Mitarbeiterführung & Mitarbeiterloyalität, Positive Kommunikation u. a.",2013,,"6.895,00"
"Landgut A.Borsig GmbH & Co und Betriebs KG
Nauen","Beschäftigung einer Innovationsassistentin bzw. eines Innovationsassistenten im
Bereich: betriebswirtschaftliches Management",2013,"27.000,00",
"Landgut Petkus v. Lochow, Ferdinand",Allgemeine Verbundausbildung - Tierproduktion,2013,,"1.060,00"
Landhaus Alte Eichen Hotelbetriebs GmbH,"Lohnkostenzuschuss für arbeitslose Ältere und Alleinerziehende in Brandenburger
Unternehmen",2014,"16.896,00",
Landhaus Alte Schmiede,"Qualifizierung in kleinen und mittleren Unternehmen - Weiterbildung Hotelwesen zu
Servicequalität, Kommunikation, Verkauf u. a. .",2012,,"6.160,00"
Landkreis Barnim,Regionalbudget IV Landkreis Barnim,2010,"4.283.187,00",
Landkreis Barnim,"Regionalentwicklung stärken - Beschäftigungsperspektiven eröffnen Der Barnim -
stark in Gesundheit, Tourismus, erneuerbaren Energien, Metall",2009,,"1.148.445,33"
Landkreis Barnim,Regionalbudget III Landkreis Barnim,2014,,"2.281.223,27"
Landkreis Barnim,"Regionalbudget Barnim: Regionalentwicklung stärken - Beschäftigungsperspektiven
eröffnen",2013,,"2.487.834,90"
Landkreis Barnim,Projektkoordination und Anlaufstelle des Regionalbudgets V im Landkreis Barnim,2012,"454.000,00",
Landkreis Dahme-Spreewald,Regionalbudget IV Dahme-Spreewald,2014,,"1.948.445,54"
Landkreis Dahme-Spreewald,"Regionalbudget - Regionalisierung der Arbeitsmarktpolitik und Verbindung von
Arbeitsmarkt- mit Infrastrukturentwicklung",2009,,"529.251,72"
Landkreis Dahme-Spreewald,"Aufbau eines funktionierenden Modells zur Vermittlung und nachhaltigen Integration
formal Geringqualifizierter in sozialversicherungspflichtige Arbeitsplätze",2014,,"619.613,99"
Landkreis Dahme-Spreewald,"Regionalbudget ""Regionalentwicklung stärken - Beschäftigungsperspektiven
entwickeln""",2013,,"1.010.032,47"
Landkreis Dahme-Spreewald,Regionalbudget III Landkreis Dahme-Spreewald,2012,,"1.024.750,05"
Landkreis Dahme-Spreewald,"Regionalbudget V Regionalentwicklung stärken - Beschäftigungsperspektiven
entwickeln",2012,"170.000,00",
"Landkreis Dahme-Spreewald Amt für
Schulverwaltung und Kultur","Bildungszentrum LDS - Durchführung der Weiterbildungsberatung im Landkreis
Dahme-Spreewald",2013,,"133.832,17"
"Landkreis Dahme-Spreewald Amt für
Schulverwaltung und Kultur",Bildungszentrum LDS - Weiterbildungsberatung im Landkreis Dahme- Spreewald,2010,"401.447,80",
Landkreis Elbe-Elster,"Jugendwerkstatt - eine sozialpädagogisch begleitete berufsvorbereitende Maßnahme
der Jugendhilfe, die nach den Produktionsschulprinzipien arbeitet",2012,,"215.457,69"
Landkreis Elbe-Elster,"Regionalbudget Landkreis Elbe-Elster - Verzahnung von Arbeits- und
Strukturförderung",2008,,"785.938,08"
Landkreis Elbe-Elster,Regionalbudget III Landkreis Elbe-Elster,2011,,"1.318.435,42"
Landkreis Elbe-Elster,"Regionalbudget II Negative Folgen der demografischen Entwicklung, insbesondere
durch Abwanderung und Fehlen von Zuzügen werden mittelfristig gemindert.",2010,,"1.320.562,89"
Landkreis Elbe-Elster,Regionalbudget IV Landkreis Elbe-Elster,2010,"2.599.340,15",
Landkreis Elbe-Elster,"Jugendwerkstatt ""Brücke zur Arbeit""",2011,"1.009.974,63",
Landkreis Elbe-Elster,Projektmanagement für das Regionalbudget V,2012,"145.735,55",
Landkreis Havelland,"Berufspädagogische Maßnahme: Produktionsschule ""Zeitgeist"" in Mögelin; Träger:
CJD Prignitz",2013,,"187.320,65"
Landkreis Havelland,"Produktionsschule Zeitgeist - sozial-pädagogisch begleitete berufsvorbereitende
Maßnahme der Jugendhilfe für junge Menschen zwischen 15 und 25 Jahren",2014,,"206.228,08"
Landkreis Havelland,Produktionsschule Milower Land,2010,,"220.500,23"
Landkreis Havelland,Havelländer Perpektiven,2013,,"2.194.036,63"
Landkreis Havelland,"Produktionsschule ""Zeitgeist"" in Elstal; Träger: CJD Prignitz - berufsvorbereitende
Maßnahme",2012,"725.152,52",
Landkreis Havelland,"Projekt zur Verminderung oder Beseitigung der Problemlagen Jugendlicher,
Kooperationsprojekt des Jugendamtes",2010,,"464.556,10"
Landkreis Havelland,Havelländer Perspektiven - Regionalbudget für den Landkreis Havelland,2009,,"1.007.291,38"
Landkreis Havelland,Regionalbudget II Havelländer Perspektiven,2013,,"1.694.574,81"
Landkreis Havelland,Jugendlichen mit besonderen Benachteiligungen entwickeln Zukunftsperspektiven,2008,"245.662,00",
Landkreis Havelland,"Durchführung des Projektmanagements für das Regionalbudget V im Landkreis
Havelland",2012,"170.000,00",
Landkreis Märkisch-Oderland,"Sozialpädagogische Betreuung zur sozialen und beruflichen Integration im Rahmen
der Nachbetreuung der Jugendberufshilfemaßnahme",2013,,"11.002,20"
Landkreis Märkisch-Oderland,"Sozialpädagogische Betreuung zur sozialen und beruflichen Integration im Rahmen
der Nachbetreuung der Jugendberufshilfemaßnahmen",2009,,"14.299,91"
Landkreis Märkisch-Oderland,Nachbetreuung der Jugendberufshilfemaßnahme,2010,,"14.453,75"
Landkreis Märkisch-Oderland,"Sozial-pädagogische Einzelbetreuung und Begleitung beim Übergang in konkrete
Anschlussmaßnahmen der Arbeitsverwaltung",2014,,"14.454,00"
Landkreis Märkisch-Oderland,"Sozialpädagogische Betreuung zur sozialen und beruflichen Integration im Rahmen
der Nachbetreuung der Jugendberufshilfemaßnahmen",2010,,"19.040,00"
Landkreis Märkisch-Oderland,"Sozialpädagogische Betreuung zur sozialen und beruflichen Integration im Rahmen
der Nachbetreuung der Jugendberufshilfemaßnahmen",2010,,"19.616,61"
Landkreis Märkisch-Oderland,"Lichtblick danach. Nachbetreuung der Berufsvorbereitung für individuell
beeinträchtigte und sozial benachteiligte junge Menschen",2013,,"20.342,00"
Landkreis Märkisch-Oderland,Sozialpädagogische Betreuung Nachbetreuung der Jugendberufshilfemaßnahme.,2010,,"20.440,00"
Landkreis Märkisch-Oderland,"Lichtblick danach - Sozialpädagogische Betreuung zur sozialen und beruflichen
Integration im Rahmen der Nachbetreuung der Jugendberufshilfemaßnahme",2012,,"20.440,00"
Landkreis Märkisch-Oderland,Nachbetreuung der Berufsvorbereitung im Rahmen der Jugendhilfe,2012,,"20.440,00"
Landkreis Märkisch-Oderland,Nachbetreuungsmaßnahme für eine Berufsvorbereitungsmaßnahme,2013,,"20.440,00"
Landkreis Märkisch-Oderland,"Sozialpädagogische Betreuung zur sozialen und beruflichen Integration im Rahmen
der Nachbetreuung der Jugendberufshilfemaßnahmen",2009,,"20.496,00"
Landkreis Märkisch-Oderland,"Projekt ""Sprungbrett"" - Sozialpädagogische Betreuung",2010,,"40.294,80"
Landkreis Märkisch-Oderland,"Sprungbrett - berufsvorbereitende Maßnahme für sozial benachteiligte und individuell
beeinträchtigte junge Menschen",2012,,"86.509,50"
Landkreis Märkisch-Oderland,"Berufsvorbereitende Maßnahme zur Verbesserung beruflicher Ausbildungs- und
Eingliederungschancen von Jugendlichen im Rahmen der Jugendhilfe",2010,,"93.652,20"
Landkreis Märkisch-Oderland,"Berufsvorbereitende Maßnahme zur Verbesserung beruflicher Ausbildungs- und
Eingliederungschancen von Jugendlichen im Rahmen der Jugendhilfe",2010,,"95.767,20"
Landkreis Märkisch-Oderland,"Lichtblick - eine sozialpädagogisch begleitete berufsvorbereitende Maßnahme am
Standort Seelow",2013,,"100.081,80"
Landkreis Märkisch-Oderland,Lichtblick - Sozialpädagogisch begleitete berufsvorbereitende Maßnahme,2012,,"102.930,00"
Landkreis Märkisch-Oderland,"Berufsvorbereitende Maßnahme zur Verbesserung beruflicher Ausbildungs- und
Eingliederungschancen von Jugendlichen im Rahmen der Jugendhilfe",2009,,"120.071,70"
