years,source,beneficiary,name_of_operation,on_finish_total_value,allocated_public_funding
2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Zimmerei Tüchsen u. Tischer GmbH & Co. KG
Ahrenshöft","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.440,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Zimmerei und Hochbautechnik Sven Oehlschläger
Preetz","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","2.880,00",
2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Zimmerei und Trockenbau Olaf Jordt
Neukirchen","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.440,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Zimmerei Wehking GmbH
Emmelsbüll-Horsbüll","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","480,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Zimmerei Weickelt
Kropp","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","2.880,00",
2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Zimmerei-Werkgemeinschaft Martin Klein
Kiel","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","600,00",
2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Zimmerei-Werkgemeinschaft Martin Klein
Kiel","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.440,00",
2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Zimmerei-Werkgemeinschaft Martin Klein
Kiel","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.200,00",
2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Zimmerei-Werkgemeinschaft Martin Klein
Kiel","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","840,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Zimmerermeister Helmut Zehrt
Tetenhusen","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.440,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Zimmermeisterbetrieb A. Wendorf & E. Boller
Preetz","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.440,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Zoo Knutzen GmbH
Kiel","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","1.440,00",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Zum Assmus
Warder","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","480,00",
2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Zum Kamin
Bad Oldesloe","B1 - Förderung zusätzlicher betrieblicher 
Ausbildungsplätze","2.160,00",
2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Handwerkskammer Flensburg
Flensburg",B2 - Überbetriebliche Lehrlingsunterweisung,"1.242.258,00",
2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Handwerkskammer Flensburg
Flensburg",B2 - Überbetriebliche Lehrlingsunterweisung 2009,"1.310.965,00",
2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Handwerkskammer Flensburg
Flensburg","B2 - Überbetriebliche Lehrlingsunterweisung Flensburg 
2010","1.346.160,00",
2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Handwerkskammer Flensburg
Flensburg",B2 - Überbetriebliche Lehrlingsunterweisung 2011,"1.306.979,00",
2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Handwerkskammer Flensburg
Flensburg","B2 - Überbetriebliche Lehrlingsunterweisung Flensburg 
2012","1.358.401,00",
2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Handwerkskammer Flensburg
Flensburg","B2 - Überbetriebliche Lehrlingsunterweisung 2013 - 
Flensburg",,"1.406.996,70"
2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Handwerkskammer Flensburg
Flensburg",B2 - Überbetriebliche Lehrlingsunterweisung 2014,,"1.402.791,18"
2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Handwerkskammer Lübeck
Lübeck",B2 - Überbetriebliche Lehrlingsunterweisung 2008,"3.657.644,00",
2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Handwerkskammer Lübeck
Lübeck",B2 - Überbetriebliche Lehrlingsunterweisung 2009,"3.647.656,00",
2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Handwerkskammer Lübeck
Lübeck","B2 - Überbetriebliche Lehrlingsunterweisung Lübeck 
2010","3.712.954,00",
2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Handwerkskammer Lübeck
Lübeck",B2 - Überbetriebliche Lehrlingsunterweisung 2011,"3.629.729,00",
2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Handwerkskammer Lübeck
Lübeck","B2 - Überbetriebliche Lehrlingsunterweisung Lübeck 
2012","3.584.434,00",
2015,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Handwerkskammer Lübeck
Lübeck","B2 - Überbetriebliche Lehrlingsunterweisung 2013 - 
Lübeck","3.212.120,30",
2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Handwerkskammer Lübeck
Lübeck",B2 - Überbetriebliche Lehrlingsunterweisung 2014,,"3.163.915,81"
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Ärztekammer Schleswig-Holstein
Bad Segeberg","B3 - Ausbildungsplatzakquisiteurin bei der Ärztekammer 
Schleswig-Holstein","55.450,04",
2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Ärztekammer Schleswig-Holstein
Bad Segeberg","B3 - Ausbildungsplatzakquisiteur/in bei der Ärztekammer 
Schleswig-Holstein","56.769,67",
2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Ärztekammer Schleswig-Holstein
Bad Segeberg","B3 - Ausbildungsplatzakquisiteur/in bei der Ärztekammer 
Schleswig-Holstein","68.163,76",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Ausbildungsverbund Eckernförde Ausbildung 
Nord gGmbH
Eckernförde",B3 - Ausbildungsplatzakquisition in Schleswig-Holstein,"86.674,43",
2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Ausbildungsverbund Eckernförde Ausbildung 
Nord gGmbH
Eckernförde",B3 - Ausbildungsplatzakquisition in Schleswig-Holstein,"89.357,09",
2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Ausbildungsverbund Eckernförde Ausbildung 
Nord gGmbH
Eckernförde",B3 - Ausbildungsplatzakquisition in Schleswig-Holstein,"93.077,05",
2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Ausbildungsverbund Neumünster Ausbildung 
Nord gGmbH
Neumünster",B3 - Ausbildung direkt Neumünster,"87.257,70",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Gesellschaft für Arbeitsmarkt- und Strukturpolitik 
Institut d. Schl.-Holst. Unternv. e.V. (gefas)
Rendsburg",B3 - EXAM-gefas-UVM,"76.592,39",
2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Gesellschaft für Arbeitsmarkt- und Strukturpolitik 
Institut d. Schl.-Holst. Unternv. e.V. (gefas)
Rendsburg",B3 - EXAM-gefas,"112.494,51",
2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Gesellschaft für Arbeitsmarkt- und Strukturpolitik 
Institut d. Schl.-Holst. Unternv. e.V. (gefas)
Rendsburg",B3 - Ausbildungsplatzakquisiteur,"117.539,97",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Gesellschaft zur Förderung von Industrie, Handel 
und Gewerbe in Schleswig-Holstein mbH
Kiel","B3 - Ausbildungsplatzakquisiteure, IHK Flensburg","151.048,59",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Gesellschaft zur Förderung von Industrie, Handel 
und Gewerbe in Schleswig-Holstein mbH
Kiel","B3 - Ausbildungsplatzakquisiteure, IHK Lübeck","145.984,46",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Gesellschaft zur Förderung von Industrie, Handel 
und Gewerbe in Schleswig-Holstein mbH
Kiel","B3 - Ausbildungsplatzakquisiteure, Schwerpunkt 
Migranten/innen/ IHK Kiel","64.470,83",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Gesellschaft zur Förderung von Industrie, Handel 
und Gewerbe in Schleswig-Holstein mbH
Kiel","B3 - Ausbildungsplatzakquisiteure, IHK Kiel","218.963,48",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Gesellschaft zur Förderung von Industrie, Handel 
und Gewerbe in Schleswig-Holstein mbH
Kiel","B3 - Ausbildungsplatzakquisiteure, Ausbildung in 
Teilzeit, IHK Lübeck","74.408,69",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Gesellschaft zur Förderung von Industrie, Handel 
und Gewerbe in Schleswig-Holstein mbH
Kiel","B3 - Ausbildungsplatzakquisiteure, Ausbildung in 
Teilzeit, IHK Kiel","80.318,12",
2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Gesellschaft zur Förderung von Industrie, Handel 
und Gewerbe in Schleswig-Holstein mbH
Kiel","B3 - Ausbildung in Teilzeit, IHK Kiel","62.038,09",
2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Gesellschaft zur Förderung von Industrie, Handel 
und Gewerbe in Schleswig-Holstein mbH
Kiel","B3 - Ausbildungsplatzakquise in Schleswig-Holstein, 
Schwerpunkt Migranten/innen, IHK Kiel","69.202,22",
2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Gesellschaft zur Förderung von Industrie, Handel 
und Gewerbe in Schleswig-Holstein mbH
Kiel","B3 - Ausbildungsplatzakquise in Schleswig-Holstein, IHK 
zu Kiel","293.156,68",
2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Gesellschaft zur Förderung von Industrie, Handel 
und Gewerbe in Schleswig-Holstein mbH
Kiel","B3 - Ausbildungsplatzakquise in Schleswig-Holstein, IHK 
Flensburg","184.991,77",
2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Gesellschaft zur Förderung von Industrie, Handel 
und Gewerbe in Schleswig-Holstein mbH
Kiel","B3 - Ausbildung in Teilzeit, IHK zu Kiel","90.613,95",
2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Gesellschaft zur Förderung von Industrie, Handel 
und Gewerbe in Schleswig-Holstein mbH
Kiel","B3 - Ausbildungsplatzakquise in Schleswig-Holstein, IHK 
zu Kiel","274.224,18",
2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Gesellschaft zur Förderung von Industrie, Handel 
und Gewerbe in Schleswig-Holstein mbH
Kiel","B3 - Ausbildungsplatzakquise in Schleswig-Holstein, IHK 
Flensburg","186.775,07",
2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Gesellschaft zur Förderung von Industrie, Handel 
und Gewerbe in Schleswig-Holstein mbH
Kiel","B3 - Ausbildungsplatzakquise in Migrantenbetrieben, 
IHK zu Kiel","88.214,57",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Handwerkskammer Flensburg
Flensburg","B3 - Akquisition von zusätzlichen 
Teilzeitausbildungsplätzen","67.170,08",
2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Handwerkskammer Flensburg
Flensburg",B3 - Ausbildungsplatzakquisiteure in Schleswig-Holstein,"206.825,58",
2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Handwerkskammer Flensburg
Flensburg","B3 - Akquisition von zusätzlichen 
Teilzeitausbildungsplätzen","75.368,75",
2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Handwerkskammer Flensburg
Flensburg",B3 - Ausbildungsplatzakquisiteure in Schleswig-Holstein,"201.342,95",
2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Handwerkskammer Flensburg
Flensburg",B3 - Ausbildungsplatzakquisition in Schleswig-Holstein,"197.256,01",
2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Handwerkskammer Flensburg
Flensburg","B3 - Akquisition von zusätzlichen 
Teilzeitausbildungsplätzen","74.498,24",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Handwerkskammer Lübeck
Lübeck","B3 - Akquisition von zusätzlichen 
Teilzeitausbildungsplätzen","120.001,24",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Handwerkskammer Lübeck
Lübeck",B3 - Ausbildungsplatzakquisiteure in Schleswig-Holstein,"191.482,24",
2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Handwerkskammer Lübeck
Lübeck",B3 - Ausbildung in Teilzeit,"169.377,43",
2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Handwerkskammer Lübeck
Lübeck",B3 - Ausbildungsplatzakquisiteure in SH,"247.078,32",
2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Handwerkskammer Lübeck
Lübeck","B3 - Ausbildung in Teilzeit, HwK Lübeck","183.644,50",
2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Handwerkskammer Lübeck
Lübeck",B3 - Ausbildungsplatzakquisiteure in Schleswig-Holstein,"266.075,28",
2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Handwerkskammer Lübeck
Lübeck",B3 - Ausbildung direkt,"93.142,81",
2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Industrie- und Handelskammer IHK zu Lübeck
Lübeck","B3 - Ausbildungsplatzakquise in Schleswig-Holstein, 
Schwerpunkt Migranten/innen IHK Lübeck","79.754,78",
2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Industrie- und Handelskammer IHK zu Lübeck
Lübeck","B3 - Ausbildung in Teilzeit, IHK Lübeck","70.876,18",
2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Industrie- und Handelskammer IHK zu Lübeck
Lübeck","B3 - Ausbildungsplatzakquise in Schleswig-Holstein, IHK 
Lübeck","194.659,38",
2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Industrie- und Handelskammer IHK zu Lübeck
Lübeck","B3 - Ausbildung in Teilzeit, IHK Lübeck","101.079,19",
2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Industrie- und Handelskammer IHK zu Lübeck
Lübeck","B3 - Ausbildungsplatzakquise in Migrantenbetrieben, 
IHK Lübeck","106.483,63",
2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Industrie- und Handelskammer IHK zu Lübeck
Lübeck","B3 - Ausbildungsplatzakquise in Schleswig-Holstein, IHK 
Lübeck","211.978,02",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Schleswig-Holsteinische Rechtsanwaltskammer
Schleswig",B3 - Ausbildungsplatzakquisiteur,"19.293,04",
2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Schleswig-Holsteinische Rechtsanwaltskammer
Schleswig",B3 - Ausbildungsplatzakquisiteur,"48.436,48",
2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Schleswig-Holsteinische Rechtsanwaltskammer
Schleswig",B3 - Ausbildungsplatzakquisiteur,"53.123,40",
2010,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Steuerberaterkammer Schleswig-Holstein
Kiel",B3 - Ausbildungsplatzakquisiteure Schleswig-Holstein,"86.672,92",
2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Steuerberaterkammer Schleswig-Holstein
Kiel",B3 - Zukunftsprogramm Arbeit,"77.672,99",
2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Steuerberaterkammer Schleswig-Holstein
Kiel",B3 - Zukunftsprogramm Arbeit,"84.263,76",
2013,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Türkische Gemeinde in Schleswig-Holstein e. V. 
Schleswig-Holstein Türk Toplumu
Kiel",B3 - AZAM,"212.717,68",
2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Türkische Gemeinde in Schleswig-Holstein e. V. 
Schleswig-Holstein Türk Toplumu
Kiel","B3 - AZAM - Ausbildungsplatzakquisition in 
Migrantenbetrieben","228.013,14",
2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"BiBeKu Gesellschaft für Bildung Beruf Kultur mbH
Kellinghusen","B4 - Regionale Ausbildungsbetreuung in der Region 
Steinburg und Pinneberg","273.611,33",
2015,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"BiBeKu Gesellschaft für Bildung Beruf Kultur mbH
Kellinghusen","B4 - Regionale Ausbildungsbetreuung in der Region 
Steinburg und Pinneberg","109.805,90",
2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"isfa-interkulturelle schule fortbildung und 
ausbildung gmbH
Kiel","B4 - Regionale Ausbildungsbetreuung in der Region 
Neumünster/ Segeberg","163.864,34",
2015,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"isfa-interkulturelle schule fortbildung und 
ausbildung gmbH
Kiel","B4 - Regionale Ausbildungsbetreuung in der Region 
Neumünster/Bad Segeberg","204.036,63",
2015,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"isfa-interkulturelle schule fortbildung und 
ausbildung gmbH
Kiel","B4 - Regionale Ausbildungsbetreuung in der Region 
Neumünster/ Bad Segeberg","68.074,13",
2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"JobB GmbH - Junge Menschen in offener 
beruflicher Bildung
Oldenburg","B4 - Regionale Ausbildungsbetreuung in der Region 
Ostholstein/ Plön","182.248,50",
2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"JobB GmbH - Junge Menschen in offener 
beruflicher Bildung
Oldenburg","B4 - Regionale Ausbildungsbetreuung in der Region 
Ostholstein/Plön","219.109,32",
2015,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"JobB GmbH - Junge Menschen in offener 
beruflicher Bildung
Oldenburg","B4 - Regionale Ausbildungsbetreuung in der Region 
Ostholstein/Plön","70.137,36",
2012,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Kreishandwerkerschaft Dithmarschen
Heide","B4 - Regionale Ausbildungsbetreuung in der Region 
Dithmarschen","250.898,39",
2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Kreishandwerkerschaft Flensburg Stadt und Land
Flensburg",B4 - Regionale Ausbildungsbetreuung Stadt Flensburg,"77.183,58",
2015,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Kreishandwerkerschaft Flensburg Stadt und Land
Flensburg",B4 - Regionale Ausbildungsbetreuung Stadt Flensburg,"50.832,89",
2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Kreishandwerkerschaft Nordfriesland-Nord
Niebüll","B4 - Regionale Ausbildungsbetreuung in der Region 
Nordfriesland","273.155,36",
2015,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Kreishandwerkerschaft Nordfriesland-Nord
Niebüll","B4 - Regionale Ausbildungsbetreuung in der Region 
Nordfriesland","315.931,91",
2014,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Kreishandwerkerschaft Nordfriesland-Nord
Niebüll",B4 - Regionale Ausbildungsbetreuung in Dithmarschen,"134.761,33",
2015,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Kreishandwerkerschaft Nordfriesland-Nord
Niebüll","B4 - Regionale Ausbildungsbetreuung in der Region 
Nordfriesland/Dithmarschen","181.180,30",
2011,http://www.ib-sh.de/fileadmin/user_upload/downloads/Arbeit_Bildung/ZP_Arbeit/allgemein/vdb.pdf,"Kreishandwerkerschaft Schleswig
Schleswig","B4 - Regionale Ausbildungsbetreuung in der Region 
Schleswig-Flensburg","184.077,92",
